Matrix Size,Threads Count,Calculation Type,Average Result,Variance
128,1,simple,0.04651362,4.912521759999933e-08
128,2,simple,0.024073,3.657168399999991e-08
128,3,simple,0.01685588,1.508923135999994e-07
128,4,simple,0.012604399999999998,2.7236960000000256e-09
128,5,simple,0.01048568,1.828002560000003e-08
128,6,simple,0.009118102,5.611572735999995e-09
128,7,simple,0.01315944,9.869337039999989e-08
128,8,simple,0.0123063,2.5938760000000014e-09
128,9,simple,0.01140296,1.7272863999999829e-09
128,10,simple,0.010170680000000001,3.725215999999822e-10
128,11,simple,0.009649337999999999,8.880219921599978e-08
128,12,simple,0.009772932,3.776441680136e-06
128,13,simple,0.01209498,7.85185136000001e-08
128,14,simple,0.0123149,1.0083584400000014e-07
128,15,simple,0.012833939999999999,1.9594734639999994e-07
128,16,simple,0.01218944,3.7120355840000033e-07
128,17,simple,0.012053979999999999,9.769049360000015e-08
128,18,simple,0.01238814,2.2814427039999946e-07
128,19,simple,0.012303,2.942471839999998e-07
128,20,simple,0.011878320000000001,4.757267575999995e-07
128,21,simple,0.01157574,3.6605706640000007e-07
128,22,simple,0.011667359999999998,2.522791624000001e-07
128,23,simple,0.011874180000000002,1.4716996559999986e-07
128,24,simple,0.012262560000000002,9.514724639999994e-08
128,25,simple,0.01242696,5.335281840000014e-08
192,1,simple,0.16022940000000002,6.465400240000017e-06
192,2,simple,0.08256914,9.837094640000112e-08
192,3,simple,0.05760064,2.0503467544000012e-06
192,4,simple,0.042940259999999994,7.061652639999972e-08
192,5,simple,0.03634322,2.6751520455999977e-06
192,6,simple,0.029900720000000002,7.791581600000066e-09
192,7,simple,0.04393668,9.800552616000015e-07
192,8,simple,0.04128488,2.0688523760000095e-07
192,9,simple,0.03861898,1.9608819295999955e-06
192,10,simple,0.03442198,6.740517760000077e-08
192,11,simple,0.031177,1.3401151999999857e-08
192,12,simple,0.02834426,4.9644610400000424e-08
192,13,simple,0.0387334,9.89537732000001e-07
192,14,simple,0.03961224,7.2530473784e-06
192,15,simple,0.03970486,4.1277958903999976e-06
192,16,simple,0.0405153,2.622548284000005e-06
192,17,simple,0.03832794,1.3783049144000016e-06
192,18,simple,0.037190600000000004,2.0468369560000003e-06
192,19,simple,0.03578938,6.299253760000049e-08
192,20,simple,0.03525624,9.659317664000011e-07
192,21,simple,0.03373166,6.640267383999999e-07
192,22,simple,0.03413812,3.646450333599997e-06
192,23,simple,0.0326119,1.6269502800000062e-07
192,24,simple,0.03327628,8.816788575999994e-07
192,25,simple,0.03414879999999999,1.8302991200000018e-07
256,1,simple,0.38675319999999996,1.2519099760000018e-05
256,2,simple,0.1997168,2.857357600000035e-07
256,3,simple,0.1368036,1.1121944000000137e-07
256,4,simple,0.10332319999999999,3.267176000000107e-08
256,5,simple,0.08506092,2.801957493600001e-06
256,6,simple,0.0719549,2.56086740000002e-07
256,7,simple,0.1056366,4.835294383999997e-05
256,8,simple,0.09701146000000001,9.022869840000153e-08
256,9,simple,0.08773916000000001,8.761281439999944e-08
256,10,simple,0.07912226,1.878632240000072e-08
256,11,simple,0.07312022,1.8944213600000393e-08
256,12,simple,0.06902632,5.48478660560001e-06
256,13,simple,0.08584016000000001,2.4964058584000086e-06
256,14,simple,0.08576688,7.705254441599992e-06
256,15,simple,0.08178376000000001,5.743530106400011e-06
256,16,simple,0.08483276000000001,5.713345230400002e-06
256,17,simple,0.08196222,6.828712689599984e-06
256,18,simple,0.08517696,4.162810762400001e-06
256,19,simple,0.08255718,2.5430948560000187e-07
256,20,simple,0.07935406,7.744069783999978e-07
256,21,simple,0.07606584000000001,8.829859543999992e-07
256,22,simple,0.07509124,3.4762772143999992e-06
256,23,simple,0.07304888000000001,3.6582155735999967e-06
256,24,simple,0.07330074,5.286192438400006e-06
256,25,simple,0.081048,6.2354334279999985e-06
320,1,simple,0.7746956,1.6384970640000173e-05
320,2,simple,0.3988874,3.0355554399999864e-06
320,3,simple,0.2714818,3.232085599999993e-07
320,4,simple,0.20538820000000002,7.407733599999951e-07
320,5,simple,0.16561940000000003,2.000474240000011e-06
320,6,simple,0.1446424,1.6510123440000005e-05
320,7,simple,0.2019558,8.72862775999998e-06
320,8,simple,0.1894754,4.4544743999999644e-07
320,9,simple,0.17264820000000003,1.4900742960000018e-05
320,10,simple,0.1574284,2.7924519439999937e-05
320,11,simple,0.1400302,8.404585600000077e-07
320,12,simple,0.13208419999999998,6.9168357600000175e-06
320,13,simple,0.1580954,3.7199898399999995e-06
320,14,simple,0.1636164,3.984821704000007e-05
320,15,simple,0.1531084,3.4816577839999957e-05
320,16,simple,0.15263480000000001,3.660586656000004e-05
320,17,simple,0.1475832,4.448821175999996e-05
320,18,simple,0.1479332,6.457390135999996e-05
320,19,simple,0.1457124,1.4752198639999967e-05
320,20,simple,0.1442972,2.5174289599999863e-06
320,21,simple,0.14666679999999999,1.3405402960000004e-05
320,22,simple,0.1451136,7.4382162399999736e-06
320,23,simple,0.143294,6.31517359999997e-06
320,24,simple,0.1477854,7.269485839999989e-06
320,25,simple,0.1449462,4.696234960000026e-06
384,1,simple,1.3843520000000002,2.904661599999968e-05
384,2,simple,0.7137194000000001,1.984156639999985e-06
384,3,simple,0.48457,1.1993456000000224e-06
384,4,simple,0.366692,1.5995179999999976e-06
384,5,simple,0.306288,5.481709720000014e-05
384,6,simple,0.2502812,6.48442160000018e-07
384,7,simple,0.3488778,9.620455760000008e-06
384,8,simple,0.3307658,9.126697599999929e-07
384,9,simple,0.29993879999999995,2.316140135999993e-05
384,10,simple,0.271753,6.177371999999938e-07
384,11,simple,0.2458276,4.1890143999999794e-07
384,12,simple,0.22635719999999998,1.510171760000005e-06
384,13,simple,0.27959459999999997,8.384475663999994e-05
384,14,simple,0.27891520000000003,3.201844976e-05
384,15,simple,0.270078,6.452680520000004e-05
384,16,simple,0.26456219999999997,4.981861856000005e-05
384,17,simple,0.2540302,2.4535606560000043e-05
384,18,simple,0.2430034,1.1721103040000028e-05
384,19,simple,0.2495918,7.011001496000015e-05
384,20,simple,0.2430192,8.957283359999995e-06
384,21,simple,0.2428506,2.3041641039999937e-05
384,22,simple,0.2449344,1.9264981040000007e-05
384,23,simple,0.2430192,4.9486561760000036e-05
384,24,simple,0.24691520000000003,6.531180159999997e-06
384,25,simple,0.2462742,2.8042929360000076e-05
448,1,simple,2.2239340000000003,1.2769504000000855e-05
448,2,simple,1.14343,6.873199999998937e-07
448,3,simple,0.7909436000000001,0.0007600282026399988
448,4,simple,0.5874818000000002,9.93982175999995e-06
448,5,simple,0.47750580000000004,2.2745877600000096e-06
448,6,simple,0.4145116,0.00019432172663999986
448,7,simple,0.552825,3.0239553200000134e-05
448,8,simple,0.5272752,1.4385701599999795e-06
448,9,simple,0.475563,1.4550235199999984e-05
448,10,simple,0.4367356,0.0002375949122400001
448,11,simple,0.39344900000000005,1.7170868000000021e-06
448,12,simple,0.36877340000000003,1.1875938639999907e-05
448,13,simple,0.43727520000000003,0.00022910160776000018
448,14,simple,0.4384824,6.824440024000019e-05
448,15,simple,0.42929839999999997,2.5909910239999967e-05
448,16,simple,0.4111536,8.370306463999993e-05
448,17,simple,0.3967566,2.2311985839999916e-05
448,18,simple,0.3886544,4.548441824000002e-05
448,19,simple,0.38944660000000003,4.438642383999989e-05
448,20,simple,0.3854558,4.870814959999989e-06
448,21,simple,0.38867560000000007,5.124729144000008e-05
448,22,simple,0.3815802,2.780825016e-05
448,23,simple,0.3870428,2.9373547760000103e-05
448,24,simple,0.3834118,3.271920415999996e-05
448,25,simple,0.3842084,1.0066430639999976e-05
512,1,simple,3.335268,3.1488455999999907e-05
512,2,simple,1.7186759999999999,1.5794104000000335e-05
512,3,simple,1.167918,2.6725696000000152e-05
512,4,simple,0.8821724,3.1781344000000656e-07
512,5,simple,0.7174619999999999,3.63363007999999e-05
512,6,simple,0.6080138,4.579756559999975e-06
512,7,simple,0.8195266,0.0002604554766399993
512,8,simple,0.789988,3.828783079999996e-05
512,9,simple,0.7123,2.4944812000000013e-06
512,10,simple,0.6507824,7.000389263999983e-05
512,11,simple,0.5936049999999999,1.418761800000008e-05
512,12,simple,0.551933,4.782503200000007e-05
512,13,simple,0.6605238,0.0003797206805600011
512,14,simple,0.6592566,2.6551217839999972e-05
512,15,simple,0.6386846,0.0001987768498400005
512,16,simple,0.6141584,5.934028664000029e-05
512,17,simple,0.5875417999999999,1.95732673599999e-05
512,18,simple,0.5641356,5.082484424000009e-05
512,19,simple,0.586044,2.8837429200000032e-05
512,20,simple,0.5807142000000001,3.157686775999981e-05
512,21,simple,0.5864208,0.00010233258015999965
512,22,simple,0.5734973999999999,4.9099895840000216e-05
512,23,simple,0.5762773999999999,2.4910246640000114e-05
512,24,simple,0.5766278,0.0001416629189599997
512,25,simple,0.5754138,5.434212055999973e-05
