Matrix Size,Threads Count,Calculation Type,Average Result,Variance
128,1,simple,0.045559433333333337,7.831681555555555e-08
128,2,simple,0.023519333333333337,4.441002222222232e-09
128,3,simple,0.016449333333333333,3.3712155555555775e-09
128,4,simple,0.012654266666666669,6.782688888889092e-10
128,5,simple,0.010781766666666666,3.6324708888889056e-08
128,6,simple,0.00991754,2.8064191820000044e-07
128,7,simple,0.013656399999999999,1.0724866666666784e-09
128,8,simple,0.0136377,2.2271266666666873e-09
128,9,simple,0.0134931,6.291144666666663e-08
128,10,simple,0.012284799999999998,2.1566906666666595e-08
128,11,simple,0.012007333333333333,1.1722728888888904e-08
128,12,simple,0.011615599999999998,3.853939999999966e-09
128,13,simple,0.019449200000000003,7.048320666666697e-08
128,14,simple,0.019914733333333334,3.186881555555553e-08
128,15,simple,0.0196812,1.2082860600000006e-06
128,16,simple,0.019332666666666668,1.46412242222222e-07
128,17,simple,0.02096613333333333,2.6048710022222245e-06
128,18,simple,0.019432266666666666,1.1049787355555556e-06
192,1,simple,0.15950233333333333,1.1951228888889069e-06
192,2,simple,0.08239723333333333,7.680519755555544e-07
192,3,simple,0.0564452,1.636820666666657e-08
192,4,simple,0.0435747,5.706046666666639e-09
192,5,simple,0.03634216666666667,2.7833108888888935e-08
192,6,simple,0.031866366666666666,1.0487016222222132e-07
192,7,simple,0.04541343333333333,8.478630222222269e-08
192,8,simple,0.04572603333333334,9.967366222222182e-08
192,9,simple,0.0433075,2.989498466666668e-07
192,10,simple,0.0408016,9.77795000000005e-08
192,11,simple,0.0384088,1.4524532666666683e-07
192,12,simple,0.03662376666666667,2.7651736888889075e-07
192,13,simple,0.05483313333333334,3.778102995555549e-06
192,14,simple,0.05859676666666667,4.381909662222229e-06
192,15,simple,0.05896066666666667,6.333755555555505e-08
192,16,simple,0.0573832,6.182120420000001e-06
192,17,simple,0.0584187,1.5403523266666683e-06
192,18,simple,0.06006563333333333,1.0745278155555514e-06
256,1,simple,0.3840536666666667,2.9102744222222155e-05
256,2,simple,0.19744233333333336,8.103262222222172e-07
256,3,simple,0.13581833333333335,7.351135555555568e-07
256,4,simple,0.10417233333333333,5.627088888888967e-08
256,5,simple,0.08803756666666666,4.010493555555563e-06
256,6,simple,0.07407186666666667,5.839468222222267e-08
256,7,simple,0.107906,8.734288666666664e-06
256,8,simple,0.10608366666666667,1.426755555555545e-08
256,9,simple,0.0985033,4.42002599999991e-08
256,10,simple,0.09185896666666667,2.0126062888888674e-07
256,11,simple,0.08792303333333334,1.0682741622222156e-06
256,12,simple,0.08329573333333333,2.4091533555555587e-07
256,13,simple,0.11582366666666666,1.8717691555555572e-05
256,14,simple,0.11693100000000001,3.1226086666666614e-06
256,15,simple,0.12072266666666669,2.1155616222222256e-05
256,16,simple,0.122988,1.77542206666667e-05
256,17,simple,0.12375033333333334,1.7888808888888775e-06
256,18,simple,0.12342499999999999,6.485804666666659e-06
