Matrix Size,Threads Count,Calculation Type,Average Result,Variance
512,19,simple,0.5851146,5.753107504000043e-05
128,1,tasks,0.04679902,1.2039780559999896e-07
128,2,tasks,0.03213824,4.9832946400000274e-08
128,3,tasks,0.03207599999999999,7.192352799999976e-08
128,4,tasks,0.03205548,4.5073893599999943e-08
128,5,tasks,0.03236802,4.0278120560000054e-07
128,6,tasks,0.032485400000000005,9.408749200000008e-08
128,7,tasks,0.03573674,7.645423190399995e-06
128,8,tasks,0.03562112,8.287774281599997e-06
128,9,tasks,0.03773046,2.5094565824000013e-06
128,10,tasks,0.03708676,2.836690562400002e-06
128,11,tasks,0.0366494,1.587357203999995e-06
128,12,tasks,0.03688044,2.9156113943999945e-06
128,13,tasks,0.03487326,4.336198786399998e-06
128,14,tasks,0.03534714,1.8487242002400017e-05
128,15,tasks,0.033987460000000004,3.6136252343999997e-06
128,16,tasks,0.03630614,1.68456899304e-05
128,17,tasks,0.0361745,3.214080971999996e-06
128,18,tasks,0.03587822,1.874005728960001e-05
128,19,tasks,0.035080219999999995,1.9983139165600005e-05
192,1,tasks,0.1610906,4.696551039999982e-06
192,2,tasks,0.1095024,6.586303999999936e-08
192,3,tasks,0.10883119999999999,4.165889599999979e-07
192,4,tasks,0.10914299999999999,2.1261280000000134e-07
192,5,tasks,0.11051140000000001,1.360973040000006e-06
192,6,tasks,0.11231959999999999,1.5631163840000005e-05
192,7,tasks,0.11233560000000001,6.255916640000022e-06
192,8,tasks,0.1129902,1.0693407359999993e-05
192,9,tasks,0.11728279999999999,2.5601690559999985e-05
192,10,tasks,0.1179498,6.475388655999991e-05
192,11,tasks,0.1187324,4.753422664e-05
192,12,tasks,0.122458,0.00019013797399999987
192,13,tasks,0.1152774,1.771850423999999e-05
192,14,tasks,0.11538999999999999,8.971500679999994e-05
192,15,tasks,0.11274899999999999,6.687595600000001e-06
192,16,tasks,0.11229320000000001,7.597962960000006e-06
192,17,tasks,0.11197680000000002,5.446911759999994e-06
192,18,tasks,0.1176944,0.00018009636064000005
192,19,tasks,0.120889,0.00029346894120000006
256,1,tasks,0.386157,6.332344000000038e-07
256,2,tasks,0.26312060000000004,2.75764344000002e-06
256,3,tasks,0.2630274,1.3774738400000082e-06
256,4,tasks,0.26423080000000004,3.875833599999957e-07
256,5,tasks,0.263926,2.0476819999999698e-06
256,6,tasks,0.2636464,3.4264846400000283e-06
256,7,tasks,0.26550419999999997,2.4426877759999945e-05
256,8,tasks,0.2705696,2.238434383999998e-05
256,9,tasks,0.2718728,8.495527335999981e-05
256,10,tasks,0.2677408,5.794698959999974e-06
256,11,tasks,0.2694248,1.7913279759999962e-05
256,12,tasks,0.269925,1.7548563999999714e-06
256,13,tasks,0.2699344,6.839520184000014e-05
256,14,tasks,0.2665906,8.197936239999977e-06
256,15,tasks,0.2654026,4.050146639999974e-06
